Stationsnummer;Name des Projektionssystems;Rechtswert (lokal);Hochwert (lokal);Projektionssystem gültig ab;Höhe;Höhensystem;Name der hydrologischen Einheit;Einzugsgebietsnummer;Einzugsgebietsname
UR1205-ES719;CH1903+ / LV95;2694382.666;1192399.65;01.01.1950 00:00;663;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES720;CH1903+ / LV95;2694168.661;1192381.646;01.01.1950 00:00;641;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES721;CH1903+ / LV95;2694302.665;1192507.651;01.01.1950 00:00;648;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES722;CH1903+ / LV95;2693689.653;1192441.638;01.01.1950 00:00;590;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES723;CH1903+ / LV95;2694196.662;1192395.647;01.01.1950 00:00;645;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES724;CH1903+ / LV95;2694601.666;1192220.652;01.01.1950 00:00;702;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES725;CH1903+ / LV95;2693306.642;1191993.624;01.01.1950 00:00;548.5;Landesnivellementnetz 1902;;108784;Seewli
UR1205-ES726;CH1903+ / LV95;2694043.658;1192096.64;01.01.1950 00:00;650;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES727;CH1903+ / LV95;2694143.663;1192522.648;01.01.1950 00:00;633;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES728;CH1903+ / LV95;2694254.663;1192159.645;01.01.1950 00:00;660;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES729;CH1903+ / LV95;2694245.665;1192570.651;01.01.1950 00:00;637;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES730;CH1903+ / LV95;2692256.619;1191849.601;01.01.1950 00:00;482.5;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES731;CH1903+ / LV95;2694312.664;1192263.648;01.01.1950 00:00;565;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES732;CH1903+ / LV95;2693731.653;1192388.638;01.01.1950 00:00;596;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES733;CH1903+ / LV95;2693409.646;1192299.631;01.01.1950 00:00;563;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES734;CH1903+ / LV95;2692338.623;1192009.605;01.01.1950 00:00;488.5;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES735;CH1903+ / LV95;2694331.665;1192426.65;01.01.1950 00:00;658;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES736;CH1903+ / LV95;2694518.667;1192493.654;01.01.1950 00:00;661;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES737;CH1903+ / LV95;2692998.638;1192216.621;01.01.1950 00:00;514.5;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES738;CH1903+ / LV95;2694255.664;1192481.65;01.01.1950 00:00;644.6;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES739;CH1903+ / LV95;2692270.619;1191794.6;01.01.1950 00:00;482;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES740;CH1903+ / LV95;2694431.666;1192165.649;01.01.1950 00:00;680.5;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES741;CH1903+ / LV95;2691345.6;1191339.581;01.01.1950 00:00;455.3;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES742;CH1903+ / LV95;2691968.614;1191826.595;01.01.1950 00:00;474.7;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES743;CH1903+ / LV95;2693168.642;1192314.626;01.01.1950 00:00;522;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES744;CH1903+ / LV95;2693307.642;1192011.624;01.01.1950 00:00;545;Landesnivellementnetz 1902;;108784;Seewli
UR1205-ES745;CH1903+ / LV95;2693500.65;1192464.635;01.01.1950 00:00;557;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES746;CH1903+ / LV95;2692295.62;1191866.602;01.01.1950 00:00;484;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES747;CH1903+ / LV95;2692752.632;1192121.615;01.01.1950 00:00;505.1;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES748;CH1903+ / LV95;2693336.646;1192411.631;01.01.1950 00:00;547.5;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES749;CH1903+ / LV95;2692061.614;1191675.595;01.01.1950 00:00;475.5;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES750;CH1903+ / LV95;2692630.629;1192085.612;01.01.1950 00:00;499.7;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES751;CH1903+ / LV95;2693777.654;1192362.639;01.01.1950 00:00;600.7;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES752;CH1903+ / LV95;2693211.641;1192191.625;01.01.1950 00:00;531.8;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES753;CH1903+ / LV95;2693810.655;1192394.64;01.01.1950 00:00;604;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES754;CH1903+ / LV95;2692052.614;1191749.595;01.01.1950 00:00;475.8;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES755;CH1903+ / LV95;2693740.653;1192339.637;01.01.1950 00:00;597.2;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES756;CH1903+ / LV95;2694253.664;1192437.649;01.01.1950 00:00;647.4;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES757;CH1903+ / LV95;2693149.64;1192226.624;01.01.1950 00:00;521;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES758;CH1903+ / LV95;2693735.652;1192289.636;01.01.1950 00:00;597.5;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES759;CH1903+ / LV95;2693730.652;1192264.636;01.01.1950 00:00;595.6;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES760;CH1903+ / LV95;2692050.615;1191784.596;01.01.1950 00:00;477;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES761;CH1903+ / LV95;2692320.62;1191827.602;01.01.1950 00:00;485;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES762;CH1903+ / LV95;2692087.615;1191759.596;01.01.1950 00:00;476.7;Landesnivellementnetz 1902;;104621;Axen
UR1205-ES763;CH1903+ / LV95;2693954.659;1192513.645;01.01.1950 00:00;611.6;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES764;CH1903+ / LV95;2694006.661;1192580.647;01.01.1950 00:00;614.1;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES765;CH1903+ / LV95;2694025.66;1192474.645;01.01.1950 00:00;621.5;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES766;CH1903+ / LV95;2693423.652;1192765.639;01.01.1950 00:00;562.6;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES768;CH1903+ / LV95;2693904.657;1192401.642;01.01.1950 00:00;610.3;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES769;CH1903+ / LV95;2694447.666;1192161.649;01.01.1950 00:00;681;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES770;CH1903+ / LV95;2693985.659;1192444.644;01.01.1950 00:00;618;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES771;CH1903+ / LV95;2693082.638;1192143.622;01.01.1950 00:00;515;Landesnivellementnetz 1902;;109656;Schächen
UR1205-ES772;CH1903+ / LV95;2693079.638;1192117.621;01.01.1950 00:00;515;Landesnivellementnetz 1902;;108784;Seewli
UR1205-ES773;CH1903+ / LV95;2692340.621;1191836.602;01.01.1950 00:00;485.4;Landesnivellementnetz 1902;;104621;Axen
UR1205-OG601;CH1903+ / LV95;2695445.66;1191429.645;01.01.1950 00:00;875;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG602;CH1903+ / LV95;2695170.663;1191769.647;01.01.1950 00:00;795;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG603;CH1903+ / LV95;2693360.648;1192519.634;01.01.1950 00:00;535;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG604;CH1903+ / LV95;2693230.645;1192464.63;01.01.1950 00:00;530;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG605;CH1903+ / LV95;2694505.665;1192634.656;01.01.1950 00:00;635;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG606;CH1903+ / LV95;2694550.665;1192659.657;01.01.1950 00:00;640;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG607;CH1903+ / LV95;2695050.661;1193129.662;01.01.1950 00:00;800;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG608;CH1903+ / LV95;2694910.639;1194609.687;01.01.1950 00:00;1310;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG609;CH1903+ / LV95;2694130.633;1194864.683;01.01.1950 00:00;1700;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG610;CH1903+ / LV95;2695335.63;1195414.698;01.01.1950 00:00;1695;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG611;CH1903+ / LV95;2700926.688;1195730.656;01.01.1950 00:00;1815;Landesnivellementnetz 1902;;109588;Hüribach Hürital
UR1205-OG612;CH1903+ / LV95;2701385.676;1198699.678;01.01.1950 00:00;1310;Landesnivellementnetz 1902;;109588;Hüribach Hürital
UR1205-OG613;CH1903+ / LV95;2703215.701;1198169.686;01.01.1950 00:00;1985;Landesnivellementnetz 1902;;100682;Muota, Glattalpsee
UR1205-OG614;CH1903+ / LV95;2704900.719;1198519.703;01.01.1950 00:00;1605;Landesnivellementnetz 1902;;100682;Muota, Glattalpsee
UR1205-OG615;CH1903+ / LV95;2700810.678;1197160.67;01.01.1950 00:00;1470;Landesnivellementnetz 1902;;109588;Hüribach Hürital
UR1205-OG616;CH1903+ / LV95;2695423.632;1195298.696;01.01.1950 00:00;1625;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG617;CH1903+ / LV95;2695995.628;1195829.702;01.01.1950 00:00;1750;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG618;CH1903+ / LV95;2696260.63;1195774.7;01.01.1950 00:00;1760;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG619;CH1903+ / LV95;2695450.628;1195584.7;01.01.1950 00:00;1765;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG620;CH1903+ / LV95;2695950.633;1195439.696;01.01.1950 00:00;1700;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG621;CH1903+ / LV95;2696310.625;1196259.706;01.01.1950 00:00;1840;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG622;CH1903+ / LV95;2696830.636;1195614.695;01.01.1950 00:00;1775;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG623;CH1903+ / LV95;2696305.634;1195529.696;01.01.1950 00:00;1735;Landesnivellementnetz 1902;;109656;Schächen
UR1205-OG624;CH1903+ / LV95;2695342.66;1193356.665;01.01.1950 00:00;945;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PB001;CH1903+ / LV95;2692916.633;1191974.616;01.01.1950 00:00;505.01;Landesnivellementnetz 1902;;108784;Seewli
UR1205-PB002;CH1903+ / LV95;2691376.6;1191318.58;01.01.1950 00:00;455.57;Landesnivellementnetz 1902;;104621;Axen
UR1205-PB003;CH1903+ / LV95;2691274.601;1191081.581;01.01.1950 00:00;455.01;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1205-PB004;CH1903+ / LV95;2691262.601;1191044.581;01.01.1950 00:00;455.2;Landesnivellementnetz 1902;;104897;Palanggenbach
UR1205-PB005;CH1903+ / LV95;2691254.601;1190996.581;01.01.1950 00:00;456.82;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PB006;CH1903+ / LV95;2693751.652;1192292.637;01.01.1950 00:00;597.65;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PB007;CH1903+ / LV95;2694103.66;1192189.642;01.01.1950 00:00;640.05;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PB008;CH1903+ / LV95;2691277.601;1191006.581;01.01.1950 00:00;455.07;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PB009;CH1903+ / LV95;2691219.6;1191224.582;01.01.1950 00:00;452.03;Landesnivellementnetz 1902;;104621;Axen
UR1205-PB010;CH1903+ / LV95;2693098.639;1192158.622;01.01.1950 00:00;515.02;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PB011;CH1903+ / LV95;2691310.601;1191015.58;01.01.1950 00:00;457.19;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PQ801;CH1903+ / LV95;2692489.623;1191798.605;01.01.1950 00:00;490;Landesnivellementnetz 1902;;109656;Schächen
UR1205-PQ802;CH1903+ / LV95;2696565.631;1195874.7;01.01.1950 00:00;1910;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1001;CH1903+ / LV95;2695172.663;1191726.647;01.01.1950 00:00;810;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1002;CH1903+ / LV95;2695147.663;1191736.647;01.01.1950 00:00;806;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1003;CH1903+ / LV95;2695160.662;1191711.647;01.01.1950 00:00;806;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1004;CH1903+ / LV95;2695153.663;1191726.647;01.01.1950 00:00;804;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1005;CH1903+ / LV95;2695146.662;1191724.647;01.01.1950 00:00;804;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1006;CH1903+ / LV95;2695131.663;1191771.648;01.01.1950 00:00;800;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1007;CH1903+ / LV95;2695113.663;1191793.648;01.01.1950 00:00;790;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1008;CH1903+ / LV95;2695115.663;1191794.648;01.01.1950 00:00;795;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1009;CH1903+ / LV95;2694948.664;1191928.649;01.01.1950 00:00;770;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1010;CH1903+ / LV95;2694949.664;1191916.649;01.01.1950 00:00;770;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1011;CH1903+ / LV95;2695073.664;1191878.648;01.01.1950 00:00;780;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1012;CH1903+ / LV95;2694985.665;1191979.649;01.01.1950 00:00;760;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1013;CH1903+ / LV95;2694987.665;1191981.649;01.01.1950 00:00;760;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1014;CH1903+ / LV95;2694988.665;1191981.649;01.01.1950 00:00;760;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1015;CH1903+ / LV95;2694862.666;1192104.65;01.01.1950 00:00;726;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1016;CH1903+ / LV95;2694864.666;1192104.65;01.01.1950 00:00;726;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1017;CH1903+ / LV95;2694864.666;1192103.65;01.01.1950 00:00;726;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1018;CH1903+ / LV95;2694863.666;1192103.65;01.01.1950 00:00;726;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1019;CH1903+ / LV95;2693265.65;1192849.638;01.01.1950 00:00;785;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1020;CH1903+ / LV95;2695000.658;1191509.647;01.01.1950 00:00;915;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1021;CH1903+ / LV95;2695065.66;1191634.648;01.01.1950 00:00;848;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1022;CH1903+ / LV95;2695080.661;1191659.648;01.01.1950 00:00;837;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1023;CH1903+ / LV95;2695210.659;1191494.646;01.01.1950 00:00;850;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1024;CH1903+ / LV95;2695970.646;1190234.638;01.01.1950 00:00;1165;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1025;CH1903+ / LV95;2695920.645;1190224.639;01.01.1950 00:00;1175;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1026;CH1903+ / LV95;2696165.647;1190214.637;01.01.1950 00:00;1195;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1027;CH1903+ / LV95;2696210.647;1190159.637;01.01.1950 00:00;1215;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1028;CH1903+ / LV95;2695725.65;1190599.641;01.01.1950 00:00;1090;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1029;CH1903+ / LV95;2695785.651;1190629.641;01.01.1950 00:00;1095;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1030;CH1903+ / LV95;2696020.655;1190804.64;01.01.1950 00:00;1090;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1031;CH1903+ / LV95;2696085.659;1191009.64;01.01.1950 00:00;1100;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1032;CH1903+ / LV95;2695255.651;1190939.644;01.01.1950 00:00;1155;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1033;CH1903+ / LV95;2693180.649;1193779.652;01.01.1950 00:00;1275;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1034;CH1903+ / LV95;2693315.649;1193764.654;01.01.1950 00:00;1255;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1035;CH1903+ / LV95;2693215.65;1193699.651;01.01.1950 00:00;1218;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1036;CH1903+ / LV95;2693360.651;1193584.652;01.01.1950 00:00;1145;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1037;CH1903+ / LV95;2693430.652;1193579.653;01.01.1950 00:00;1135;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1038;CH1903+ / LV95;2693270.652;1193539.65;01.01.1950 00:00;1120;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1039;CH1903+ / LV95;2693150.653;1193509.647;01.01.1950 00:00;1120;Landesnivellementnetz 1902;;104621;Axen
UR1205-Q1040;CH1903+ / LV95;2693100.653;1193459.646;01.01.1950 00:00;1095;Landesnivellementnetz 1902;;104621;Axen
UR1205-Q1041;CH1903+ / LV95;2692980.653;1193479.644;01.01.1950 00:00;1110;Landesnivellementnetz 1902;;104621;Axen
UR1205-Q1042;CH1903+ / LV95;2693530.652;1193529.654;01.01.1950 00:00;1085;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1043;CH1903+ / LV95;2693080.653;1193329.643;01.01.1950 00:00;1020;Landesnivellementnetz 1902;;104621;Axen
UR1205-Q1044;CH1903+ / LV95;2693485.655;1193354.65;01.01.1950 00:00;1010;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1045;CH1903+ / LV95;2693365.656;1193299.648;01.01.1950 00:00;1005;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1046;CH1903+ / LV95;2693490.656;1193269.649;01.01.1950 00:00;970;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1047;CH1903+ / LV95;2693682.655;1193321.653;01.01.1950 00:00;926;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1048;CH1903+ / LV95;2693630.656;1193244.651;01.01.1950 00:00;900;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1049;CH1903+ / LV95;2693140.652;1193214.642;01.01.1950 00:00;965;Landesnivellementnetz 1902;;104621;Axen
UR1205-Q1050;CH1903+ / LV95;2693945.662;1192859.651;01.01.1950 00:00;630;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1051;CH1903+ / LV95;2693555.658;1193039.647;01.01.1950 00:00;845;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1052;CH1903+ / LV95;2693770.659;1193044.65;01.01.1950 00:00;777;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1053;CH1903+ / LV95;2692830.645;1193094.634;01.01.1950 00:00;860;Landesnivellementnetz 1902;;104621;Axen
UR1205-Q1054;CH1903+ / LV95;2692821.639;1192639.626;01.01.1950 00:00;621;Landesnivellementnetz 1902;;104621;Axen
UR1205-Q1055;CH1903+ / LV95;2693755.659;1192834.647;01.01.1950 00:00;655;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1056;CH1903+ / LV95;2693319.654;1193099.643;01.01.1950 00:00;900;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1057;CH1903+ / LV95;2693326.654;1193101.644;01.01.1950 00:00;899;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1058;CH1903+ / LV95;2693328.654;1193083.643;01.01.1950 00:00;893.5;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1059;CH1903+ / LV95;2693346.655;1193090.644;01.01.1950 00:00;897;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1060;CH1903+ / LV95;2693361.655;1193088.644;01.01.1950 00:00;896;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1061;CH1903+ / LV95;2693310.648;1192600.634;01.01.1950 00:00;545;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1062;CH1903+ / LV95;2694510.644;1194139.679;01.01.1950 00:00;1235;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1063;CH1903+ / LV95;2694540.643;1194169.68;01.01.1950 00:00;1235;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1064;CH1903+ / LV95;2694545.643;1194169.68;01.01.1950 00:00;1235;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1065;CH1903+ / LV95;2694175.637;1194624.681;01.01.1950 00:00;1430;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1066;CH1903+ / LV95;2694390.651;1193599.669;01.01.1950 00:00;1060;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1067;CH1903+ / LV95;2694535.652;1193579.671;01.01.1950 00:00;1050;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1068;CH1903+ / LV95;2694710.652;1193619.672;01.01.1950 00:00;1010;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1069;CH1903+ / LV95;2694940.647;1194049.678;01.01.1950 00:00;1130;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1070;CH1903+ / LV95;2694923.655;1193472.668;01.01.1950 00:00;970;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1071;CH1903+ / LV95;2694920.655;1193469.668;01.01.1950 00:00;975;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1072;CH1903+ / LV95;2694930.655;1193474.668;01.01.1950 00:00;975;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1073;CH1903+ / LV95;2694530.655;1193359.667;01.01.1950 00:00;970;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1074;CH1903+ / LV95;2694455.655;1193339.666;01.01.1950 00:00;950;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1075;CH1903+ / LV95;2694295.656;1193259.662;01.01.1950 00:00;910;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1076;CH1903+ / LV95;2694650.657;1193214.665;01.01.1950 00:00;870;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1077;CH1903+ / LV95;2694440.659;1193059.662;01.01.1950 00:00;780;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1078;CH1903+ / LV95;2694425.661;1192949.66;01.01.1950 00:00;735;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1079;CH1903+ / LV95;2694790.657;1193319.666;01.01.1950 00:00;945;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1080;CH1903+ / LV95;2694550.663;1192764.658;01.01.1950 00:00;670;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1081;CH1903+ / LV95;2695060.662;1193059.661;01.01.1950 00:00;770;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1082;CH1903+ / LV95;2695055.662;1193059.661;01.01.1950 00:00;767;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1083;CH1903+ / LV95;2694935.664;1192869.658;01.01.1950 00:00;710;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1084;CH1903+ / LV95;2694800.665;1192769.657;01.01.1950 00:00;680;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1085;CH1903+ / LV95;2694715.665;1192714.657;01.01.1950 00:00;650;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1086;CH1903+ / LV95;2695100.662;1193109.662;01.01.1950 00:00;795;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1087;CH1903+ / LV95;2694305.663;1192799.655;01.01.1950 00:00;680;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1088;CH1903+ / LV95;2694015.656;1193289.658;01.01.1950 00:00;915;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1089;CH1903+ / LV95;2694170.654;1193434.663;01.01.1950 00:00;1020;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1090;CH1903+ / LV95;2693890.652;1193564.66;01.01.1950 00:00;1015;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1091;CH1903+ / LV95;2695190.669;1192649.654;01.01.1950 00:00;690;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1092;CH1903+ / LV95;2695080.671;1192466.651;01.01.1950 00:00;700;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1093;CH1903+ / LV95;2695260.669;1192074.648;01.01.1950 00:00;985;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1094;CH1903+ / LV95;2694170.63;1195109.688;01.01.1950 00:00;1795;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1095;CH1903+ / LV95;2693885.633;1194899.68;01.01.1950 00:00;1770;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1096;CH1903+ / LV95;2693920.632;1194969.682;01.01.1950 00:00;1792;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1097;CH1903+ / LV95;2696870.656;1190369.634;01.01.1950 00:00;1595;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1098;CH1903+ / LV95;2697010.64;1195399.691;01.01.1950 00:00;1690;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1099;CH1903+ / LV95;2696760.645;1194994.685;01.01.1950 00:00;1695;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1100;CH1903+ / LV95;2696570.642;1195099.688;01.01.1950 00:00;1700;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1101;CH1903+ / LV95;2696520.64;1195189.689;01.01.1950 00:00;1710;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1102;CH1903+ / LV95;2696525.641;1195174.689;01.01.1950 00:00;1710;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1103;CH1903+ / LV95;2696620.641;1195174.689;01.01.1950 00:00;1730;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1104;CH1903+ / LV95;2696830.64;1195339.69;01.01.1950 00:00;1740;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1105;CH1903+ / LV95;2696775.641;1195284.69;01.01.1950 00:00;1755;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1106;CH1903+ / LV95;2696725.642;1195144.688;01.01.1950 00:00;1740;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1107;CH1903+ / LV95;2696810.638;1195459.693;01.01.1950 00:00;1750;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1108;CH1903+ / LV95;2696735.646;1194864.683;01.01.1950 00:00;1665;Landesnivellementnetz 1902;;109656;Schächen
UR1205-Q1109;CH1903+ / LV95;2696710.646;1194859.683;01.01.1950 00:00;1655;Landesnivellementnetz 1902;;109656;Schächen
