Stationsnummer;Name des Projektionssystems;Rechtswert (lokal);Hochwert (lokal);Projektionssystem gültig ab;Höhe;Höhensystem;Name der hydrologischen Einheit;Einzugsgebietsnummer;Einzugsgebietsname
UR1218-ES704;CH1903+ / LV95;2697381.686;1192408.64;01.01.1950 00:00;788;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES705;CH1903+ / LV95;2697440.687;1192414.64;01.01.1950 00:00;803;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES706;CH1903+ / LV95;2697300.684;1192524.643;01.01.1950 00:00;780;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES707;CH1903+ / LV95;2697414.686;1192417.64;01.01.1950 00:00;790;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES708;CH1903+ / LV95;2697189.682;1192605.644;01.01.1950 00:00;780;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES709;CH1903+ / LV95;2696968.681;1192573.645;01.01.1950 00:00;764;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES710;CH1903+ / LV95;2697181.682;1192589.644;01.01.1950 00:00;774;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES711;CH1903+ / LV95;2697176.682;1192629.645;01.01.1950 00:00;783;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES712;CH1903+ / LV95;2697330.685;1192489.642;01.01.1950 00:00;779;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES713;CH1903+ / LV95;2698710.697;1192024.63;01.01.1950 00:00;969.8;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES714;CH1903+ / LV95;2697243.684;1192514.643;01.01.1950 00:00;769.3;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES715;CH1903+ / LV95;2697372.685;1192476.641;01.01.1950 00:00;786.2;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES716;CH1903+ / LV95;2697270.685;1192464.642;01.01.1950 00:00;772.4;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES717;CH1903+ / LV95;2697289.684;1192500.642;01.01.1950 00:00;774.7;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES718;CH1903+ / LV95;2697203.683;1192590.644;01.01.1950 00:00;777;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES719;CH1903+ / LV95;2697211.683;1192575.644;01.01.1950 00:00;775.4;Landesnivellementnetz 1902;;109656;Schächen
UR1218-ES720;CH1903+ / LV95;2711414.688;1194248.702;01.01.1950 00:00;1374;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-OG601;CH1903+ / LV95;2699261.693;1192753.638;01.01.1950 00:00;1285;Landesnivellementnetz 1902;;109656;Schächen
UR1218-OG602;CH1903+ / LV95;2697395.685;1192500.642;01.01.1950 00:00;790;Landesnivellementnetz 1902;;109656;Schächen
UR1218-OG603;CH1903+ / LV95;2708161.734;1191587.205;01.01.1950 00:00;2010;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-OG604;CH1903+ / LV95;2710150.701;1194224.7;01.01.1950 00:00;1790;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-PB001;CH1903+ / LV95;2709525.703;1192494.683;01.01.1950 00:00;1643.5;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1001;CH1903+ / LV95;2699427.677;1194326.658;01.01.1950 00:00;1870;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1002;CH1903+ / LV95;2698755.667;1194487.666;01.01.1950 00:00;1835;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1003;CH1903+ / LV95;2698658.665;1194674.669;01.01.1950 00:00;1910;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1004;CH1903+ / LV95;2698056.654;1195275.68;01.01.1950 00:00;1935;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1005;CH1903+ / LV95;2698216.664;1194265.667;01.01.1950 00:00;1730;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1006;CH1903+ / LV95;2698336.665;1194253.666;01.01.1950 00:00;1755;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1007;CH1903+ / LV95;2698439.667;1194167.664;01.01.1950 00:00;1730;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1008;CH1903+ / LV95;2698621.667;1194239.665;01.01.1950 00:00;1760;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1009;CH1903+ / LV95;2698891.21;1194287.92;01.01.1950 00:00;1810;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1010;CH1903+ / LV95;2698162.663;1194326.668;01.01.1950 00:00;1750;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1011;CH1903+ / LV95;2697446.645;1195349.687;01.01.1950 00:00;1715;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1012;CH1903+ / LV95;2697457.643;1195694.69;01.01.1950 00:00;1765;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1013;CH1903+ / LV95;2697751.655;1194682.676;01.01.1950 00:00;1640;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1014;CH1903+ / LV95;2697580.657;1194513.674;01.01.1950 00:00;1540;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1015;CH1903+ / LV95;2698191.67;1193863.661;01.01.1950 00:00;1585;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1016;CH1903+ / LV95;2698902.22;1194199.456;01.01.1950 00:00;1750;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1017;CH1903+ / LV95;2698910.22;1194199.456;01.01.1950 00:00;1750;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1018;CH1903+ / LV95;2698917.22;1194198.456;01.01.1950 00:00;1750;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1019;CH1903+ / LV95;2698807.039;1194235.737;01.01.1950 00:00;1765;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1020;CH1903+ / LV95;2699012.937;1194225.836;01.01.1950 00:00;1770;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1021;CH1903+ / LV95;2698355.677;1193458.653;01.01.1950 00:00;1460;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1022;CH1903+ / LV95;2698147.676;1193419.653;01.01.1950 00:00;1420;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1023;CH1903+ / LV95;2697525.665;1193943.665;01.01.1950 00:00;1320;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1024;CH1903+ / LV95;2697710.669;1193727.66;01.01.1950 00:00;1330;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1025;CH1903+ / LV95;2698399.675;1193591.655;01.01.1950 00:00;1510;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1026;CH1903+ / LV95;2697637.673;1193429.656;01.01.1950 00:00;1200;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1027;CH1903+ / LV95;2697623.673;1193446.656;01.01.1950 00:00;1205;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1028;CH1903+ / LV95;2697475.672;1193419.656;01.01.1950 00:00;1140;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1029;CH1903+ / LV95;2697994.679;1193203.651;01.01.1950 00:00;1280;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1030;CH1903+ / LV95;2698009.679;1193191.65;01.01.1950 00:00;1275;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1031;CH1903+ / LV95;2697975.679;1193187.65;01.01.1950 00:00;1270;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1032;CH1903+ / LV95;2697841.679;1193130.65;01.01.1950 00:00;1210;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1033;CH1903+ / LV95;2697791.679;1193114.65;01.01.1950 00:00;1190;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1034;CH1903+ / LV95;2698495.67;1193991.661;01.01.1950 00:00;1690;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1035;CH1903+ / LV95;2698515.671;1193958.661;01.01.1950 00:00;1670;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1036;CH1903+ / LV95;2698410.673;1193734.657;01.01.1950 00:00;1570;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1037;CH1903+ / LV95;2698060.683;1192959.646;01.01.1950 00:00;1170;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1038;CH1903+ / LV95;2697433.675;1193184.653;01.01.1950 00:00;1060;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1039;CH1903+ / LV95;2699217.677;1193822.655;01.01.1950 00:00;1640;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1040;CH1903+ / LV95;2700484.694;1193831.643;01.01.1950 00:00;1820;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1041;CH1903+ / LV95;2700593.694;1193943.643;01.01.1950 00:00;1910;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1042;CH1903+ / LV95;2700065.694;1193057.639;01.01.1950 00:00;1490;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1043;CH1903+ / LV95;2700176.694;1193119.639;01.01.1950 00:00;1510;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1044;CH1903+ / LV95;2700216.694;1193103.639;01.01.1950 00:00;1505;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1045;CH1903+ / LV95;2700080.691;1193318.642;01.01.1950 00:00;1575;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1046;CH1903+ / LV95;2700118.692;1193317.642;01.01.1950 00:00;1575;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1047;CH1903+ / LV95;2696678.667;1191221.638;01.01.1950 00:00;1460;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1048;CH1903+ / LV95;2697725.664;1190427.63;01.01.1950 00:00;1610;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1049;CH1903+ / LV95;2697905.666;1190497.629;01.01.1950 00:00;1500;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1050;CH1903+ / LV95;2697867.67;1190776.63;01.01.1950 00:00;1430;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1051;CH1903+ / LV95;2698462.675;1190755.627;01.01.1950 00:00;1515;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1052;CH1903+ / LV95;2697617.673;1191095.632;01.01.1950 00:00;1410;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1053;CH1903+ / LV95;2697283.673;1191275.635;01.01.1950 00:00;1400;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1054;CH1903+ / LV95;2697002.671;1191289.636;01.01.1950 00:00;1450;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1055;CH1903+ / LV95;2698249.691;1191873.632;01.01.1950 00:00;810;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1056;CH1903+ / LV95;2699326.703;1192054.627;01.01.1950 00:00;1070;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1057;CH1903+ / LV95;2696367.672;1191706.641;01.01.1950 00:00;1230;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1058;CH1903+ / LV95;2696521.677;1191921.641;01.01.1950 00:00;1120;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1059;CH1903+ / LV95;2696600.679;1192015.641;01.01.1950 00:00;1060;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1060;CH1903+ / LV95;2696864.679;1191837.639;01.01.1950 00:00;1025;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1061;CH1903+ / LV95;2696937.679;1191840.638;01.01.1950 00:00;1005;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1062;CH1903+ / LV95;2696637.681;1192099.641;01.01.1950 00:00;1010;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1063;CH1903+ / LV95;2696846.683;1192154.64;01.01.1950 00:00;930;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1064;CH1903+ / LV95;2696920.685;1192215.64;01.01.1950 00:00;870;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1065;CH1903+ / LV95;2700596.707;1192381.626;01.01.1950 00:00;1335;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1066;CH1903+ / LV95;2700974.705;1192993.63;01.01.1950 00:00;1500;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1067;CH1903+ / LV95;2700972.703;1193272.633;01.01.1950 00:00;1620;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1068;CH1903+ / LV95;2700826.702;1193106.633;01.01.1950 00:00;1545;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1069;CH1903+ / LV95;2700845.703;1193107.633;01.01.1950 00:00;1545;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1070;CH1903+ / LV95;2700955.704;1193030.631;01.01.1950 00:00;1520;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1071;CH1903+ / LV95;2700689.7;1193137.635;01.01.1950 00:00;1550;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1072;CH1903+ / LV95;2700038.697;1192847.636;01.01.1950 00:00;1420;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1073;CH1903+ / LV95;2700036.696;1192847.636;01.01.1950 00:00;1420;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1074;CH1903+ / LV95;2699963.618;1192826.778;01.01.1950 00:00;1416;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1075;CH1903+ / LV95;2699996.697;1192827.636;01.01.1950 00:00;1415;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1076;CH1903+ / LV95;2699872.696;1192825.636;01.01.1950 00:00;1395;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1077;CH1903+ / LV95;2699812.7;1192496.631;01.01.1950 00:00;1335;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1078;CH1903+ / LV95;2699700.697;1192682.635;01.01.1950 00:00;1320;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1079;CH1903+ / LV95;2699478.698;1192537.633;01.01.1950 00:00;1270;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1080;CH1903+ / LV95;2698970.686;1193081.644;01.01.1950 00:00;1390;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1081;CH1903+ / LV95;2698930.688;1192941.642;01.01.1950 00:00;1350;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1082;CH1903+ / LV95;2698947.689;1192921.642;01.01.1950 00:00;1345;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1083;CH1903+ / LV95;2699359.696;1192599.635;01.01.1950 00:00;1255;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1084;CH1903+ / LV95;2698330.681;1193179.649;01.01.1950 00:00;1325;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1085;CH1903+ / LV95;2698531.691;1192576.638;01.01.1950 00:00;1130;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1086;CH1903+ / LV95;2698083.687;1192635.641;01.01.1950 00:00;1060;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1087;CH1903+ / LV95;2698180.686;1192749.642;01.01.1950 00:00;1130;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1088;CH1903+ / LV95;2698525.691;1192604.639;01.01.1950 00:00;1135;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1089;CH1903+ / LV95;2698265.693;1192312.635;01.01.1950 00:00;990;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1090;CH1903+ / LV95;2698160.692;1192367.636;01.01.1950 00:00;990;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1091;CH1903+ / LV95;2697322.678;1192964.65;01.01.1950 00:00;950;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1092;CH1903+ / LV95;2697322.678;1192921.649;01.01.1950 00:00;935;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1093;CH1903+ / LV95;2697901.687;1192563.641;01.01.1950 00:00;990;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1094;CH1903+ / LV95;2698317.696;1192162.632;01.01.1950 00:00;955;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1095;CH1903+ / LV95;2698498.697;1192140.631;01.01.1950 00:00;970;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1096;CH1903+ / LV95;2698484.697;1192119.631;01.01.1950 00:00;965;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1097;CH1903+ / LV95;2698392.696;1192134.632;01.01.1950 00:00;970;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1098;CH1903+ / LV95;2698245.689;1192606.64;01.01.1950 00:00;1100;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1099;CH1903+ / LV95;2699350.699;1192400.632;01.01.1950 00:00;1195;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1100;CH1903+ / LV95;2699356.698;1192422.632;01.01.1950 00:00;1200;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1101;CH1903+ / LV95;2699402.699;1192422.632;01.01.1950 00:00;1220;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1102;CH1903+ / LV95;2699591.703;1192196.627;01.01.1950 00:00;1170;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1103;CH1903+ / LV95;2699615.703;1192194.627;01.01.1950 00:00;1170;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1104;CH1903+ / LV95;2700145.705;1191784.621;01.01.1950 00:00;1140;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1105;CH1903+ / LV95;2700167.705;1191769.621;01.01.1950 00:00;1135;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1106;CH1903+ / LV95;2700440.711;1191969.62;01.01.1950 00:00;1200;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1107;CH1903+ / LV95;2699958.701;1191640.622;01.01.1950 00:00;1050;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1108;CH1903+ / LV95;2699768.703;1191879.624;01.01.1950 00:00;1070;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1109;CH1903+ / LV95;2699671.702;1191848.624;01.01.1950 00:00;1035;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1110;CH1903+ / LV95;2699601.702;1191857.625;01.01.1950 00:00;1025;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1111;CH1903+ / LV95;2699182.701;1192187.629;01.01.1950 00:00;1105;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1112;CH1903+ / LV95;2699452.704;1192075.626;01.01.1950 00:00;1105;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1113;CH1903+ / LV95;2699283.701;1192004.627;01.01.1950 00:00;1030;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1114;CH1903+ / LV95;2699261.701;1192008.627;01.01.1950 00:00;1030;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1115;CH1903+ / LV95;2698786.698;1192060.629;01.01.1950 00:00;980;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1116;CH1903+ / LV95;2699041.7;1192076.628;01.01.1950 00:00;1050;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1117;CH1903+ / LV95;2699052.701;1192107.628;01.01.1950 00:00;1055;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1118;CH1903+ / LV95;2697921.691;1192070.634;01.01.1950 00:00;815;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1119;CH1903+ / LV95;2697855.692;1192155.635;01.01.1950 00:00;845;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1120;CH1903+ / LV95;2698131.693;1192103.633;01.01.1950 00:00;915;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1121;CH1903+ / LV95;2699770.698;1191548.623;01.01.1950 00:00;960;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1122;CH1903+ / LV95;2698860.696;1191874.628;01.01.1950 00:00;935;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1123;CH1903+ / LV95;2698920.695;1191814.628;01.01.1950 00:00;915;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1124;CH1903+ / LV95;2698520.693;1191897.63;01.01.1950 00:00;860;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1125;CH1903+ / LV95;2699982.694;1192841.711;01.01.1950 00:00;1417;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1126;CH1903+ / LV95;2699984.694;1192840.658;01.01.1950 00:00;1417;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1127;CH1903+ / LV95;2700057.697;1192847.636;01.01.1950 00:00;1425;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1128;CH1903+ / LV95;2708506.702;1191411.668;01.01.1950 00:00;2130;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1129;CH1903+ / LV95;2708112.711;1192086.683;01.01.1950 00:00;2005;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1130;CH1903+ / LV95;2708205.707;1192004.682;01.01.1950 00:00;1946;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1131;CH1903+ / LV95;2708156.71;1191962.682;01.01.1950 00:00;1940;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1132;CH1903+ / LV95;2709715.707;1192212.673;01.01.1950 00:00;1575;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1133;CH1903+ / LV95;2715238.681;1195037.665;01.01.1950 00:00;1800;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1134;CH1903+ / LV95;2709843.706;1191855.662;01.01.1950 00:00;1765;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1135;CH1903+ / LV95;2711337.699;1191849.645;01.01.1950 00:00;2020;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1136;CH1903+ / LV95;2710012.703;1191774.659;01.01.1950 00:00;1875;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1137;CH1903+ / LV95;2710065.778;1192587.112;01.01.1950 00:00;1490;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1138;CH1903+ / LV95;2710045.723;1192586.054;01.01.1950 00:00;1490;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1139;CH1903+ / LV95;2714487.688;1194499.675;01.01.1950 00:00;1905;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1140;CH1903+ / LV95;2714475.697;1193774.656;01.01.1950 00:00;1965;Landesnivellementnetz 1902;;100269;Linth Tierfed bis Linthal
UR1218-Q1141;CH1903+ / LV95;2714718.695;1193981.658;01.01.1950 00:00;2005;Landesnivellementnetz 1902;;100269;Linth Tierfed bis Linthal
UR1218-Q1142;CH1903+ / LV95;2714262.697;1193717.657;01.01.1950 00:00;1990;Landesnivellementnetz 1902;;100269;Linth Tierfed bis Linthal
UR1218-Q1143;CH1903+ / LV95;2713334.697;1193585.665;01.01.1950 00:00;1930;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1144;CH1903+ / LV95;2713700.695;1193811.666;01.01.1950 00:00;1940;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1145;CH1903+ / LV95;2715050.688;1194574.668;01.01.1950 00:00;1985;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1146;CH1903+ / LV95;2712331.685;1195761.713;01.01.1950 00:00;1740;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1147;CH1903+ / LV95;2711152.694;1194872.705;01.01.1950 00:00;1740;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1148;CH1903+ / LV95;2710831.697;1194799.704;01.01.1950 00:00;1860;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1149;CH1903+ / LV95;2710612.7;1194874.704;01.01.1950 00:00;2000;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1150;CH1903+ / LV95;2709600.707;1194330.699;01.01.1950 00:00;2045;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1151;CH1903+ / LV95;2712143.686;1194204.696;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1152;CH1903+ / LV95;2715100.682;1194958.668;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1153;CH1903+ / LV95;2715205.679;1195200.666;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1154;CH1903+ / LV95;2710581.696;1193198.688;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1155;CH1903+ / LV95;2712534.694;1193662.677;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1156;CH1903+ / LV95;2715541.698;1193882.646;01.01.1950 00:00;;Landesnivellementnetz 1902;;100269;Linth Tierfed bis Linthal
UR1218-Q1157;CH1903+ / LV95;2714109.667;1196787.702;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1158;CH1903+ / LV95;2714393.667;1196593.694;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1159;CH1903+ / LV95;2713336.673;1195774.712;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1160;CH1903+ / LV95;2709927.702;1193955.697;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q1161;CH1903+ / LV95;2700810.702;1193109.633;01.01.1950 00:00;1550;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q1162;CH1903+ / LV95;2700800.702;1193104.633;01.01.1950 00:00;1550;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q5001;CH1903+ / LV95;2712128;1194218;01.01.1950 00:00;1400.4;Landesnivellementnetz 1902;;;
UR1218-Q5002;CH1903+ / LV95;2701108.707;1193011.629;01.01.1950 00:00;1520;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q5003;CH1903+ / LV95;2701164.707;1193125.63;01.01.1950 00:00;1580;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q5004;CH1903+ / LV95;2698371.696;1192117.632;01.01.1950 00:00;960;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q5005;CH1903+ / LV95;2699976.696;1192823.636;01.01.1950 00:00;1405;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q5006;CH1903+ / LV95;2700245.695;1193111.639;01.01.1950 00:00;1510;Landesnivellementnetz 1902;;109656;Schächen
UR1218-Q5007;CH1903+ / LV95;2712223.685;1194353.699;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q5008;CH1903+ / LV95;2712966.681;1194768.701;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q5009;CH1903+ / LV95;2713951.693;1194010.669;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q5010;CH1903+ / LV95;2714106.691;1194135.67;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q5011;CH1903+ / LV95;2712581.704;1192866.655;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q5012;CH1903+ / LV95;2712948.703;1193011.654;01.01.1950 00:00;;Landesnivellementnetz 1902;;104984;Fätschbach
UR1218-Q5013;CH1903+ / LV95;2714929.696;1193884.653;01.01.1950 00:00;;Landesnivellementnetz 1902;;100269;Linth Tierfed bis Linthal
