Stationsname;Stationsnummer;Messortname;Name der Zeitzone;Langname;Name Verwaltungseinheit;Vorgänger;Nachfolger;Stationsausprägung
Hell;UR1214-Q1012;Seedorf (UR);W. Europe Standard Time;Hell;Uri;;;GW_STATION_HAND|GW_STATION
Oberbergli;UR1214-Q1013;Seedorf (UR);W. Europe Standard Time;Oberbergli;Uri;;;GW_STATION_HAND|GW_STATION
Talmättli;UR1214-Q1014;Seedorf (UR);W. Europe Standard Time;Talmättli;Uri;;;GW_STATION_HAND|GW_STATION
Unter Müllerberg / Sigristenberg;UR1214-Q1015;Seedorf (UR);W. Europe Standard Time;Unter Müllerberg / Sigristenberg;Uri;;;GW_STATION_HAND|GW_STATION
Teif Tal;UR1214-Q1016;Seedorf (UR);W. Europe Standard Time;Teif Tal;Uri;;;GW_STATION_HAND|GW_STATION
In den Quellen;UR1214-Q1017;Seedorf (UR);W. Europe Standard Time;In den Quellen;Uri;;;GW_STATION_HAND|GW_STATION
Bodmi Rüteli;UR1214-Q1018;Seedorf (UR);W. Europe Standard Time;Bodmi Rüteli;Uri;;;GW_STATION_HAND|GW_STATION
Bodmi Rüteli;UR1214-Q1019;Seedorf (UR);W. Europe Standard Time;Bodmi Rüteli;Uri;;;GW_STATION_HAND|GW_STATION
Jöriswald;UR1214-Q1020;Seedorf (UR);W. Europe Standard Time;Jöriswald;Uri;;;GW_STATION_HAND|GW_STATION
Plattenberg;UR1214-Q1021;Seedorf (UR);W. Europe Standard Time;Plattenberg;Uri;;;GW_STATION_HAND|GW_STATION
Plattenberg;UR1214-Q1022;Seedorf (UR);W. Europe Standard Time;Plattenberg;Uri;;;GW_STATION_HAND|GW_STATION
Flüeler Wald;UR1214-Q1023;Seedorf (UR);W. Europe Standard Time;Flüeler Wald;Uri;;;GW_STATION_HAND|GW_STATION
Flüeler Wald;UR1214-Q1024;Seedorf (UR);W. Europe Standard Time;Flüeler Wald;Uri;;;GW_STATION_HAND|GW_STATION
Steinbruch;UR1214-Q1025;Seedorf (UR);W. Europe Standard Time;Steinbruch;Uri;;;GW_STATION_HAND|GW_STATION
Hell;UR1214-Q5001;Seedorf (UR);W. Europe Standard Time;Hell;Uri;;;GW_STATION_HAND
Sulzbach;UR1214-Q5002;Seedorf (UR);W. Europe Standard Time;Sulzbach;Uri;;;GW_STATION_HAND
Seelisbergtunnel Los Büel;UR1214-Q5003;Seedorf (UR);W. Europe Standard Time;Seelisbergtunnel Los Büel;Uri;;;GW_STATION_HAND
Seelisbergtunnel Los Büel;UR1214-Q5004;Seedorf (UR);W. Europe Standard Time;Seelisbergtunnel Los Büel;Uri;;;GW_STATION_HAND
Äbnet;UR1215-Q1001;Seelisberg;W. Europe Standard Time;Äbnet;Uri;;;GW_STATION_HAND|GW_STATION
Äbnet;UR1215-Q1002;Emmetten;W. Europe Standard Time;Äbnet;Nidwalden;;;GW_STATION_HAND|GW_STATION
Äbnet-Gaden;UR1215-Q1003;Seelisberg;W. Europe Standard Time;Äbnet-Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Schwandli;UR1215-Q1004;Seelisberg;W. Europe Standard Time;Schwandli;Uri;;;GW_STATION_HAND|GW_STATION
Schwandli / Frachig;UR1215-Q1005;Seelisberg;W. Europe Standard Time;Schwandli / Frachig;Uri;;;GW_STATION_HAND|GW_STATION
Frachig;UR1215-Q1006;Seelisberg;W. Europe Standard Time;Frachig;Uri;;;GW_STATION_HAND|GW_STATION
Frachig;UR1215-Q1007;Seelisberg;W. Europe Standard Time;Frachig;Uri;;;GW_STATION_HAND|GW_STATION
Frachig;UR1215-Q1008;Seelisberg;W. Europe Standard Time;Frachig;Uri;;;GW_STATION_HAND|GW_STATION
Frachig;UR1215-Q1009;Seelisberg;W. Europe Standard Time;Frachig;Uri;;;GW_STATION_HAND|GW_STATION
Frachig;UR1215-Q1010;Seelisberg;W. Europe Standard Time;Frachig;Uri;;;GW_STATION_HAND|GW_STATION
Zingel;UR1215-Q1011;Seelisberg;W. Europe Standard Time;Zingel;Uri;;;GW_STATION_HAND|GW_STATION
Treib;UR1215-Q1012;Seelisberg;W. Europe Standard Time;Treib;Uri;;;GW_STATION_HAND|GW_STATION
Aerlig;UR1215-Q1013;Seelisberg;W. Europe Standard Time;Aerlig;Uri;;;GW_STATION_HAND|GW_STATION
Buechi;UR1215-Q1014;Seelisberg;W. Europe Standard Time;Buechi;Uri;;;GW_STATION_HAND|GW_STATION
Höllwald;UR1215-Q1015;Seelisberg;W. Europe Standard Time;Höllwald;Uri;;;GW_STATION_HAND|GW_STATION
Rütliwald;UR1215-Q1016;Seelisberg;W. Europe Standard Time;Rütliwald;Uri;;;GW_STATION_HAND|GW_STATION
Rüti;UR1215-Q1017;Seelisberg;W. Europe Standard Time;Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Miten (Gaden);UR1215-Q1018;Seelisberg;W. Europe Standard Time;Miten (Gaden);Uri;;;GW_STATION_HAND|GW_STATION
Miten (Gaden);UR1215-Q1019;Seelisberg;W. Europe Standard Time;Miten (Gaden);Uri;;;GW_STATION_HAND|GW_STATION
Schluchenwald / Lauitrog;UR1215-Q1020;Seelisberg;W. Europe Standard Time;Schluchenwald / Lauitrog;Uri;;;GW_STATION_HAND|GW_STATION
Nid. Schwand;UR1215-Q1021;Seelisberg;W. Europe Standard Time;Nid. Schwand;Uri;;;GW_STATION_HAND|GW_STATION
Ober-Schwand;UR1215-Q1022;Seelisberg;W. Europe Standard Time;Ober-Schwand;Uri;;;GW_STATION_HAND|GW_STATION
Ober Schwand;UR1215-Q1023;Seelisberg;W. Europe Standard Time;Ober Schwand;Uri;;;GW_STATION_HAND|GW_STATION
Dräck Züg;UR1215-Q1024;Seelisberg;W. Europe Standard Time;Dräck Züg;Uri;;;GW_STATION_HAND|GW_STATION
Höch-Flue;UR1215-Q1025;Seelisberg;W. Europe Standard Time;Höch-Flue;Uri;;;GW_STATION_HAND|GW_STATION
Lückeli;UR1215-Q1026;Seelisberg;W. Europe Standard Time;Lückeli;Uri;;;GW_STATION_HAND|GW_STATION
Unter Lückeli (Gwandli);UR1215-Q1027;Seelisberg;W. Europe Standard Time;Unter Lückeli (Gwandli);Uri;;;GW_STATION_HAND|GW_STATION
Geissweg;UR1215-Q1028;Seelisberg;W. Europe Standard Time;Geissweg;Uri;;;GW_STATION_HAND|GW_STATION
Ob Geissweg-Gaden;UR1215-Q1029;Seelisberg;W. Europe Standard Time;Ob Geissweg-Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Bitzi;UR1215-Q1030;Seelisberg;W. Europe Standard Time;Bitzi;Uri;;;GW_STATION_HAND|GW_STATION
Bitzi;UR1215-Q1031;Seelisberg;W. Europe Standard Time;Bitzi;Uri;;;GW_STATION_HAND|GW_STATION
Frutt;UR1215-Q1032;Seelisberg;W. Europe Standard Time;Frutt;Uri;;;GW_STATION_HAND|GW_STATION
Frutt;UR1215-Q1033;Seelisberg;W. Europe Standard Time;Frutt;Uri;;;GW_STATION_HAND|GW_STATION
Frutt-Gaden;UR1215-Q1034;Seelisberg;W. Europe Standard Time;Frutt-Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Frutt;UR1215-Q1035;Seelisberg;W. Europe Standard Time;Frutt;Uri;;;GW_STATION_HAND|GW_STATION
Obermatt;UR1215-Q1036;Seelisberg;W. Europe Standard Time;Obermatt;Uri;;;GW_STATION_HAND|GW_STATION
Frutt/Hofstatt;UR1215-Q1037;Seelisberg;W. Europe Standard Time;Frutt/Hofstatt;Uri;;;GW_STATION_HAND|GW_STATION
Nachbar Frutt, Hofstatt;UR1215-Q1038;Seelisberg;W. Europe Standard Time;Nachbar Frutt, Hofstatt;Uri;;;GW_STATION_HAND|GW_STATION
Langacher;UR1215-Q1039;Seelisberg;W. Europe Standard Time;Langacher;Uri;;;GW_STATION_HAND|GW_STATION
Langacher;UR1215-Q1040;Seelisberg;W. Europe Standard Time;Langacher;Uri;;;GW_STATION_HAND|GW_STATION
Ob Frutt;UR1215-Q1041;Seelisberg;W. Europe Standard Time;Ob Frutt;Uri;;;GW_STATION_HAND|GW_STATION
Ob Frutt;UR1215-Q1042;Seelisberg;W. Europe Standard Time;Ob Frutt;Uri;;;GW_STATION_HAND|GW_STATION
Ob Fäll;UR1215-Q1043;Seelisberg;W. Europe Standard Time;Ob Fäll;Uri;;;GW_STATION_HAND|GW_STATION
Fäll;UR1215-Q1044;Seelisberg;W. Europe Standard Time;Fäll;Uri;;;GW_STATION_HAND|GW_STATION
Butzen - Streblig;UR1215-Q1045;Seelisberg;W. Europe Standard Time;Butzen - Streblig;Uri;;;GW_STATION_HAND|GW_STATION
Oberhofstatt;UR1215-Q1046;Seelisberg;W. Europe Standard Time;Oberhofstatt;Uri;;;GW_STATION_HAND|GW_STATION
neben Butzen Gaden;UR1215-Q1047;Seelisberg;W. Europe Standard Time;neben Butzen Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Fäll;UR1215-Q1048;Seelisberg;W. Europe Standard Time;Fäll;Uri;;;GW_STATION_HAND|GW_STATION
Hostatt;UR1215-Q1049;Seelisberg;W. Europe Standard Time;Hostatt;Uri;;;GW_STATION_HAND|GW_STATION
Hostatt;UR1215-Q1050;Seelisberg;W. Europe Standard Time;Hostatt;Uri;;;GW_STATION_HAND|GW_STATION
Hostetli;UR1215-Q1051;Seelisberg;W. Europe Standard Time;Hostetli;Uri;;;GW_STATION_HAND|GW_STATION
Nachbar Gaden Fur;UR1215-Q1052;Seelisberg;W. Europe Standard Time;Nachbar Gaden Fur;Uri;;;GW_STATION_HAND|GW_STATION
Ober-Berg?/ Fur;UR1215-Q1053;Seelisberg;W. Europe Standard Time;Ober-Berg?/ Fur;Uri;;;GW_STATION_HAND|GW_STATION
Fur (Gaden);UR1215-Q1054;Seelisberg;W. Europe Standard Time;Fur (Gaden);Uri;;;GW_STATION_HAND|GW_STATION
Parkplatz;UR1215-Q1055;Seelisberg;W. Europe Standard Time;Parkplatz;Uri;;;GW_STATION_HAND|GW_STATION
Geissweg (Unterberg);UR1215-Q1056;Seelisberg;W. Europe Standard Time;Geissweg (Unterberg);Uri;;;GW_STATION_HAND|GW_STATION
Geissweg (Unterberg);UR1215-Q1057;Seelisberg;W. Europe Standard Time;Geissweg (Unterberg);Uri;;;GW_STATION_HAND|GW_STATION
Wijer-Gaden (Abendglöckli);UR1215-Q1058;Seelisberg;W. Europe Standard Time;Wijer-Gaden (Abendglöckli);Uri;;;GW_STATION_HAND|GW_STATION
Unter-Berig;UR1215-Q1059;Seelisberg;W. Europe Standard Time;Unter-Berig;Uri;;;GW_STATION_HAND|GW_STATION
Berig-Gaden Stanacher;UR1215-Q1060;Seelisberg;W. Europe Standard Time;Berig-Gaden Stanacher;Uri;;;GW_STATION_HAND|GW_STATION
Seewen;UR1215-Q1061;Seelisberg;W. Europe Standard Time;Seewen;Uri;;;GW_STATION_HAND|GW_STATION
Seewen;UR1215-Q1062;Seelisberg;W. Europe Standard Time;Seewen;Uri;;;GW_STATION_HAND|GW_STATION
Unter-Brunni-Gaden;UR1215-Q1063;Seelisberg;W. Europe Standard Time;Unter-Brunni-Gaden;Uri;;;GW_STATION_HAND|GW_STATION
Brunni;UR1215-Q1064;Seelisberg;W. Europe Standard Time;Brunni;Uri;;;GW_STATION_HAND|GW_STATION
Brunni;UR1215-Q1065;Seelisberg;W. Europe Standard Time;Brunni;Uri;;;GW_STATION_HAND|GW_STATION
Tannwaldweg;UR1215-Q1066;Seelisberg;W. Europe Standard Time;Tannwaldweg;Uri;;;GW_STATION_HAND|GW_STATION
Erli (Wasser);UR1215-Q1067;Seelisberg;W. Europe Standard Time;Erli (Wasser);Uri;;;GW_STATION_HAND|GW_STATION
Hinter-Weidli;UR1215-Q1068;Seelisberg;W. Europe Standard Time;Hinter-Weidli;Uri;;;GW_STATION_HAND|GW_STATION
Untere Frutt;UR1215-Q1069;Seelisberg;W. Europe Standard Time;Untere Frutt;Uri;;;GW_STATION_HAND|GW_STATION
Schwanden;UR1215-Q1070;Seelisberg;W. Europe Standard Time;Schwanden;Uri;;;GW_STATION_HAND|GW_STATION
Bärelinger Wichel;UR1215-Q1071;Seelisberg;W. Europe Standard Time;Bärelinger Wichel;Uri;;;GW_STATION_HAND|GW_STATION
Beroldingen;UR1215-Q1072;Seelisberg;W. Europe Standard Time;Beroldingen;Uri;;;GW_STATION_HAND|GW_STATION
Beroldingen;UR1215-Q1073;Seelisberg;W. Europe Standard Time;Beroldingen;Uri;;;GW_STATION_HAND|GW_STATION
Wiler;UR1215-Q1074;Seelisberg;W. Europe Standard Time;Wiler;Uri;;;GW_STATION_HAND|GW_STATION
Gwand;UR1215-Q1075;Seelisberg;W. Europe Standard Time;Gwand;Uri;;;GW_STATION_HAND|GW_STATION
Gwand;UR1215-Q1076;Seelisberg;W. Europe Standard Time;Gwand;Uri;;;GW_STATION_HAND|GW_STATION
Wyler (Schitschi);UR1215-Q1077;Seelisberg;W. Europe Standard Time;Wyler (Schitschi);Uri;;;GW_STATION_HAND|GW_STATION
Wyler bei Schitschi;UR1215-Q1078;Seelisberg;W. Europe Standard Time;Wyler bei Schitschi;Uri;;;GW_STATION_HAND|GW_STATION
Wyler bei Schitschi;UR1215-Q1079;Seelisberg;W. Europe Standard Time;Wyler bei Schitschi;Uri;;;GW_STATION_HAND|GW_STATION
Wyler bei Schitschi;UR1215-Q1080;Seelisberg;W. Europe Standard Time;Wyler bei Schitschi;Uri;;;GW_STATION_HAND|GW_STATION
Treschlig;UR1215-Q1081;Seelisberg;W. Europe Standard Time;Treschlig;Uri;;;GW_STATION_HAND|GW_STATION
Bol (obere Rüti);UR1215-Q1082;Seelisberg;W. Europe Standard Time;Bol (obere Rüti);Uri;;;GW_STATION_HAND|GW_STATION
Bol;UR1215-Q1083;Seelisberg;W. Europe Standard Time;Bol;Uri;;;GW_STATION_HAND|GW_STATION
Rütitöbeli (obere Bol);UR1215-Q1084;Seelisberg;W. Europe Standard Time;Rütitöbeli (obere Bol);Uri;;;GW_STATION_HAND|GW_STATION
Flue;UR1215-Q1085;Seelisberg;W. Europe Standard Time;Flue;Uri;;;GW_STATION_HAND|GW_STATION
Troggaden;UR1215-Q1086;Seelisberg;W. Europe Standard Time;Troggaden;Uri;;;GW_STATION_HAND|GW_STATION
Treschlig (Rütitobel);UR1215-Q1087;Seelisberg;W. Europe Standard Time;Treschlig (Rütitobel);Uri;;;GW_STATION_HAND|GW_STATION
Tälerwald;UR1215-Q1088;Seelisberg;W. Europe Standard Time;Tälerwald;Uri;;;GW_STATION_HAND|GW_STATION
Tälerwald;UR1215-Q1089;Seelisberg;W. Europe Standard Time;Tälerwald;Uri;;;GW_STATION_HAND|GW_STATION
Egglen (ob Tälerwald);UR1215-Q1090;Seelisberg;W. Europe Standard Time;Egglen (ob Tälerwald);Uri;;;GW_STATION_HAND|GW_STATION
Hinter-Schwanden;UR1215-Q1091;Seelisberg;W. Europe Standard Time;Hinter-Schwanden;Uri;;;GW_STATION_HAND|GW_STATION
Schwanden;UR1215-Q1092;Seelisberg;W. Europe Standard Time;Schwanden;Uri;;;GW_STATION_HAND|GW_STATION
Schwanden;UR1215-Q1093;Seelisberg;W. Europe Standard Time;Schwanden;Uri;;;GW_STATION_HAND|GW_STATION
Obere Schwanden;UR1215-Q1094;Seelisberg;W. Europe Standard Time;Obere Schwanden;Uri;;;GW_STATION_HAND|GW_STATION
Wipflis Wichel;UR1215-Q1095;Seelisberg;W. Europe Standard Time;Wipflis Wichel;Uri;;;GW_STATION_HAND|GW_STATION
Wipflis-Wichel;UR1215-Q1096;Seelisberg;W. Europe Standard Time;Wipflis-Wichel;Uri;;;GW_STATION_HAND|GW_STATION
Tristenbödeli;UR1215-Q1097;Seelisberg;W. Europe Standard Time;Tristenbödeli;Uri;;;GW_STATION_HAND|GW_STATION
Lauweli;UR1215-Q1098;Seelisberg;W. Europe Standard Time;Lauweli;Uri;;;GW_STATION_HAND|GW_STATION
Eschigwald;UR1215-Q1099;Seelisberg;W. Europe Standard Time;Eschigwald;Uri;;;GW_STATION_HAND|GW_STATION
Flue;UR1215-Q1100;Seelisberg;W. Europe Standard Time;Flue;Uri;;;GW_STATION_HAND|GW_STATION
Hinter-Wissig;UR1215-Q1101;Seelisberg;W. Europe Standard Time;Hinter-Wissig;Uri;;;GW_STATION_HAND|GW_STATION
Hofstatt;UR1215-Q1102;Seelisberg;W. Europe Standard Time;Hofstatt;Uri;;;GW_STATION_HAND|GW_STATION
Brunni-Hinter Wyssig;UR1215-Q1103;Seelisberg;W. Europe Standard Time;Brunni-Hinter Wyssig;Uri;;;GW_STATION_HAND|GW_STATION
Ob Wissig;UR1215-Q1104;Seelisberg;W. Europe Standard Time;Ob Wissig;Uri;;;GW_STATION_HAND|GW_STATION
Schwandliwald;UR1215-Q1105;Seelisberg;W. Europe Standard Time;Schwandliwald;Uri;;;GW_STATION_HAND|GW_STATION
Vorder Bergli;UR1215-Q1106;Seelisberg;W. Europe Standard Time;Vorder Bergli;Uri;;;GW_STATION_HAND|GW_STATION
Hinter Bergli;UR1215-Q1107;Seelisberg;W. Europe Standard Time;Hinter Bergli;Uri;;;GW_STATION_HAND|GW_STATION
Jochis Rüti;UR1215-Q1108;Seelisberg;W. Europe Standard Time;Jochis Rüti;Uri;;;GW_STATION_HAND|GW_STATION
Lauweli;UR1215-Q1109;Seelisberg;W. Europe Standard Time;Lauweli;Uri;;;GW_STATION_HAND|GW_STATION
Lauweli;UR1215-Q1110;Seelisberg;W. Europe Standard Time;Lauweli;Uri;;;GW_STATION_HAND|GW_STATION
Urwängi;UR1215-Q1111;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND|GW_STATION
Urwängi-Boden;UR1215-Q1112;Seelisberg;W. Europe Standard Time;Urwängi-Boden;Uri;;;GW_STATION_HAND|GW_STATION
Alsen (Urwängi);UR1215-Q1113;Seelisberg;W. Europe Standard Time;Alsen (Urwängi);Uri;;;GW_STATION_HAND|GW_STATION
Gwand;UR1215-Q1114;Seelisberg;W. Europe Standard Time;Gwand;Uri;;;GW_STATION_HAND|GW_STATION
Gwand;UR1215-Q1115;Seelisberg;W. Europe Standard Time;Gwand;Uri;;;GW_STATION_HAND|GW_STATION
Haltenen;UR1215-Q1116;Seelisberg;W. Europe Standard Time;Haltenen;Uri;;;GW_STATION_HAND|GW_STATION
Bitzi;UR1215-Q1117;Seelisberg;W. Europe Standard Time;Bitzi;Uri;;;GW_STATION_HAND|GW_STATION
Bitzi;UR1215-Q1118;Seelisberg;W. Europe Standard Time;Bitzi;Uri;;;GW_STATION_HAND|GW_STATION
Egglen (ob Tälerwald);UR1215-Q5001;Seelisberg;W. Europe Standard Time;Egglen (ob Tälerwald);Uri;;;GW_STATION_HAND
Ruebenzingel;UR1215-Q5002;Seelisberg;W. Europe Standard Time;Ruebenzingel;Uri;;;GW_STATION_HAND
Tristenbödeli;UR1215-Q5003;Seelisberg;W. Europe Standard Time;Tristenbödeli;Uri;;;GW_STATION_HAND
Eschigwald;UR1215-Q5004;Seelisberg;W. Europe Standard Time;Eschigwald;Uri;;;GW_STATION_HAND
Eschigwald;UR1215-Q5005;Seelisberg;W. Europe Standard Time;Eschigwald;Uri;;;GW_STATION_HAND
Eschigwald;UR1215-Q5006;Seelisberg;W. Europe Standard Time;Eschigwald;Uri;;;GW_STATION_HAND
Alpeli;UR1215-Q5007;Seelisberg;W. Europe Standard Time;Alpeli;Uri;;;GW_STATION_HAND
Alpeli;UR1215-Q5008;Seelisberg;W. Europe Standard Time;Alpeli;Uri;;;GW_STATION_HAND
Jochis Rüti;UR1215-Q5009;Seelisberg;W. Europe Standard Time;Jochis Rüti;Uri;;;GW_STATION_HAND
Chalchöfi - Urwängi;UR1215-Q5010;Seelisberg;W. Europe Standard Time;Chalchöfi - Urwängi;Uri;;;GW_STATION_HAND
Chalchöfi (Urwängi);UR1215-Q5011;Seelisberg;W. Europe Standard Time;Chalchöfi (Urwängi);Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5012;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5013;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Chalfchöfi;UR1215-Q5014;Seelisberg;W. Europe Standard Time;Chalfchöfi;Uri;;;GW_STATION_HAND
bei Bitzi;UR1215-Q5015;Seelisberg;W. Europe Standard Time;bei Bitzi;Uri;;;GW_STATION_HAND
Lauweli;UR1215-Q5016;Seelisberg;W. Europe Standard Time;Lauweli;Uri;;;GW_STATION_HAND
Lauweli;UR1215-Q5017;Seelisberg;W. Europe Standard Time;Lauweli;Uri;;;GW_STATION_HAND
Weid;UR1215-Q5018;Seelisberg;W. Europe Standard Time;Weid;Uri;;;GW_STATION_HAND
Weid;UR1215-Q5019;Seelisberg;W. Europe Standard Time;Weid;Uri;;;GW_STATION_HAND
Weid;UR1215-Q5020;Seelisberg;W. Europe Standard Time;Weid;Uri;;;GW_STATION_HAND
Eschigwald;UR1215-Q5021;Seelisberg;W. Europe Standard Time;Eschigwald;Uri;;;GW_STATION_HAND
Eschigwald;UR1215-Q5022;Seelisberg;W. Europe Standard Time;Eschigwald;Uri;;;GW_STATION_HAND
Eschigwald;UR1215-Q5023;Seelisberg;W. Europe Standard Time;Eschigwald;Uri;;;GW_STATION_HAND
Alpeli;UR1215-Q5024;Seelisberg;W. Europe Standard Time;Alpeli;Uri;;;GW_STATION_HAND
Sunnig Wald;UR1215-Q5025;Seelisberg;W. Europe Standard Time;Sunnig Wald;Uri;;;GW_STATION_HAND
Sunnig Wald;UR1215-Q5026;Seelisberg;W. Europe Standard Time;Sunnig Wald;Uri;;;GW_STATION_HAND
Vorder Bergli;UR1215-Q5027;Seelisberg;W. Europe Standard Time;Vorder Bergli;Uri;;;GW_STATION_HAND
Jochis Rüti;UR1215-Q5028;Seelisberg;W. Europe Standard Time;Jochis Rüti;Uri;;;GW_STATION_HAND
Brachen;UR1215-Q5029;Seelisberg;W. Europe Standard Time;Brachen;Uri;;;GW_STATION_HAND
Brachen;UR1215-Q5030;Seelisberg;W. Europe Standard Time;Brachen;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5031;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5032;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5033;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5034;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Alsen/Urwängi;UR1215-Q5035;Seelisberg;W. Europe Standard Time;Alsen/Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5036;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5037;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5038;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5039;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Urwängi;UR1215-Q5040;Seelisberg;W. Europe Standard Time;Urwängi;Uri;;;GW_STATION_HAND
Unterhalb Bocki;UR1215-Q5041;Seelisberg;W. Europe Standard Time;Unterhalb Bocki;Uri;;;GW_STATION_HAND
Egglen;UR1215-Q5042;Seelisberg;W. Europe Standard Time;Egglen;Uri;;;GW_STATION_HAND
ob Wissig;UR1215-Q5043;Seelisberg;W. Europe Standard Time;ob Wissig;Uri;;;GW_STATION_HAND
Kirchbach, Chilental;UR1216-Q1001;Silenen;W. Europe Standard Time;Kirchbach, Chilental;Uri;;;GW_STATION_HAND|GW_STATION
Kirchbach, Chilental;UR1216-Q1002;Silenen;W. Europe Standard Time;Kirchbach, Chilental;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1003;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1004;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1005;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1006;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1007;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1008;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1009;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1010;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1011;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Chilcherberg;UR1216-Q1012;Silenen;W. Europe Standard Time;Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Pilgerberg;UR1216-Q1013;Silenen;W. Europe Standard Time;Pilgerberg;Uri;;;GW_STATION_HAND|GW_STATION
Pilgerberg;UR1216-Q1014;Silenen;W. Europe Standard Time;Pilgerberg;Uri;;;GW_STATION_HAND|GW_STATION
Mühlebergli;UR1216-Q1015;Silenen;W. Europe Standard Time;Mühlebergli;Uri;;;GW_STATION_HAND|GW_STATION
Mühlebergli;UR1216-Q1016;Silenen;W. Europe Standard Time;Mühlebergli;Uri;;;GW_STATION_HAND|GW_STATION
Pilgerberg;UR1216-Q1017;Silenen;W. Europe Standard Time;Pilgerberg;Uri;;;GW_STATION_HAND|GW_STATION
Pilgerberg;UR1216-Q1018;Silenen;W. Europe Standard Time;Pilgerberg;Uri;;;GW_STATION_HAND|GW_STATION
Pilgerberg;UR1216-Q1019;Silenen;W. Europe Standard Time;Pilgerberg;Uri;;;GW_STATION_HAND|GW_STATION
Chalberreisti;UR1216-Q1020;Silenen;W. Europe Standard Time;Chalberreisti;Uri;;;GW_STATION_HAND|GW_STATION
Chalberreisti;UR1216-Q1021;Silenen;W. Europe Standard Time;Chalberreisti;Uri;;;GW_STATION_HAND|GW_STATION
Hibter-Schwandi;UR1216-Q1022;Silenen;W. Europe Standard Time;Hibter-Schwandi;Uri;;;GW_STATION_HAND|GW_STATION
Chieligerberg;UR1216-Q1023;Silenen;W. Europe Standard Time;Chieligerberg;Uri;;;GW_STATION_HAND|GW_STATION
Chieligerberg;UR1216-Q1024;Silenen;W. Europe Standard Time;Chieligerberg;Uri;;;GW_STATION_HAND|GW_STATION
Ländiberg;UR1216-Q1025;Silenen;W. Europe Standard Time;Ländiberg;Uri;;;GW_STATION_HAND|GW_STATION
Ändi, Chilcherberg;UR1216-Q1026;Silenen;W. Europe Standard Time;Ändi, Chilcherberg;Uri;;;GW_STATION_HAND|GW_STATION
Seldertalbach (Tristlen);UR1216-Q1027;Silenen;W. Europe Standard Time;Seldertalbach (Tristlen);Uri;;;GW_STATION_HAND|GW_STATION
Römersbalm;UR1216-Q1028;Silenen;W. Europe Standard Time;Römersbalm;Uri;;;GW_STATION_HAND|GW_STATION
Seewli-Alp;UR1216-Q1029;Silenen;W. Europe Standard Time;Seewli-Alp;Uri;;;GW_STATION_HAND|GW_STATION
Öfitalberg, Evital;UR1216-Q1030;Silenen;W. Europe Standard Time;Öfitalberg, Evital;Uri;;;GW_STATION_HAND|GW_STATION
